kab_kota,tahun,Intercept,X1_Produksi_Perikanan_Tangkap_Laut,X5_Persentase_Penduduk_Miskin,X8_PDRB_per_Kapita_ADHB,X12_Kepadatan_Penduduk,X13a_Jumlah_Pelabuhan_Utama,X13b_Kunjungan_Kapal_Tahunan,X13c_Jarak_ke_Pelabuhan_Induk,X17_TPT,X27_Volume_Wacana_Digital,X9_Pangsa_Pengeluaran_Pangan,local_R2,local_condition_number
Maluku Barat Daya,2022,32.843826744507794,0.70309489242967,-2.1345464288468654,-4.710200272135686,-3.1846325272902822,-0.5078360693347423,-1.6157538598831047,0.30465998630670044,1.7985613643067468,-1.4473856491835988,1.7700667442834663,0.5790457916566445,13.999005582016611
Maluku Barat Daya,2023,32.51911625001125,0.5308769971221811,-1.663242006144607,-3.754395158458537,-3.302582854739444,-0.8455564031885109,-0.41408105826813546,0.24218208081371384,1.061463254072057,-0.8242127358904136,1.1638284220480826,0.5497093592558837,13.510639517254761
Maluku Barat Daya,2024,32.01186266952942,0.7202758655974075,-1.2269718489293924,-2.7289563396916536,-2.136985388860635,-0.8335634497514028,-0.7440091949358609,0.34538494245110996,0.26699442478064034,-0.6001816094689166,0.7258995556968884,0.5563332804196905,11.804380226549169
Maluku Barat Daya,2025,31.62037048202922,0.8636892684996738,-0.910653743348389,-2.429007413380343,-0.9982966370380955,-0.6790396543685921,-1.292447779221051,0.37050483806186985,-0.2135384116484868,-0.6399484561239503,0.556880741801693,0.5758427104036343,9.945224516178486
Maluku Tengah,2020,32.6685414543983,1.4313161575884932,-1.0990432138319466,-4.1388695600224175,1.2763263832956557,0.42488556177283254,-4.486386905549333,0.48739470796003675,1.018302267580027,-2.613450764388044,2.3776946620590595,0.6060382888903754,7.425034544499948
Maluku Tengah,2021,32.46750487968037,1.4371471795011024,-1.08932543156966,-3.9668514540310054,1.0931186469958551,0.36128708642212903,-4.177234175285334,0.5185429636796917,1.0724751745832557,-2.572745484451022,2.221926390155142,0.602443381314291,7.778771772724551
Maluku Tengah,2022,31.98322882120194,1.570836000758396,-1.0456816483874318,-3.7104277619070083,0.5762689967489649,0.10646515155487513,-3.284839768585913,0.5911880697461679,0.975810119405893,-2.3510483069481567,1.5868131181379304,0.6002427280111298,9.425542777036386
Maluku Tengah,2023,31.583582889163864,1.5682092981009839,-0.9213456551465806,-3.130685378498842,-0.15218585790690442,-0.20786314839253173,-2.0743455000118116,0.7439919338597386,-0.10426565989816616,-1.2168996991365764,0.40716761189905326,0.6053967186317684,9.629450912039173
Maluku Tengah,2024,31.2968141532569,1.0913415482983033,-0.5071873192287533,-2.438316569409358,-0.3225063889257851,-0.3619299292134386,-1.6013674138041736,0.47011599205403254,-0.47118387937116746,-0.6100093328141087,0.493691228482406,0.60555481946069,8.422472481367322
Maluku Tengah,2025,31.18751368247032,0.8988879137832093,-0.3761763593059011,-2.2718190600744625,-0.34531654694818714,-0.43552748367097194,-1.4821092809644814,0.37968939241553445,-0.5865674620075597,-0.4354346601607181,0.5241986756286827,0.6142425154104689,8.160069809019394
Maluku Tenggara,2020,32.274182265954046,1.2775197830506528,-1.0114321863209081,-4.3267534528856855,0.30618870233810114,0.4100428166702015,-4.2822954000920195,-0.13558192746649725,1.009578724546826,-2.0487365564061846,2.3317304546157085,0.5709709166147136,9.208205249602885
Maluku Tenggara,2021,31.952894753322923,1.055432679805693,-0.5731496874118722,-3.971784038332869,-0.9238527492902381,0.07772211153947264,-3.0281607652817364,-0.411581923149377,1.0166253250597206,-1.5406918008606174,2.0061643805122387,0.5495670554294112,10.238611819360411
Maluku Tenggara,2022,31.551223198502885,0.6674935781249358,0.21616632230976052,-3.412233832281006,-2.674654920672605,-0.5598475297959292,-0.771189810869032,-0.7596054509110648,0.8843650528393492,-0.7780186926949466,1.399698972958348,0.5318923131447738,11.423445016081413
